Census year,Block ID,Property ID,Base property ID,Street address,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,Seating type,Number of seats,x coordinate,y coordinate,Location
2018,21,579252,579252,559-587 Collins Street,Melbourne (CBD),Earl Canteen,4511,Cafes and Restaurants,Seats - Outdoor,23,144.95573,-37.81902,"(-37.81902009, 144.9557348)"
2018,21,579252,579252,559-587 Collins Street,Melbourne (CBD),Sushia,4511,Cafes and Restaurants,Seats - Outdoor,17,144.95573,-37.81902,"(-37.81902009, 144.9557348)"
2018,21,579252,579252,559-587 Collins Street,Melbourne (CBD),Guzman Y Gomez,4512,Takeaway Food Services,Seats - Outdoor,11,144.95573,-37.81902,"(-37.81902009, 144.9557348)"
2018,21,579252,579252,559-587 Collins Street,Melbourne (CBD),Spudbar Collins Street 567,4511,Cafes and Restaurants,Seats - Indoor,16,144.95573,-37.81902,"(-37.81902009, 144.9557348)"
2018,21,579252,579252,559-587 Collins Street,Melbourne (CBD),The Pressed Lab,4511,Cafes and Restaurants,Seats - Indoor,52,144.95573,-37.81902,"(-37.81902009, 144.9557348)"
2018,21,579252,579252,559-587 Collins Street,Melbourne (CBD),The Pressed Lab,4511,Cafes and Restaurants,Seats - Outdoor,24,144.95573,-37.81902,"(-37.81902009, 144.9557348)"
2018,21,579252,579252,559-587 Collins Street,Melbourne (CBD),Stockroom 567,4511,Cafes and Restaurants,Seats - Indoor,90,144.95573,-37.81902,"(-37.81902009, 144.9557348)"
2018,23,606103,606103,388-394 Flinders Lane,Melbourne (CBD),Saluministi,4512,Takeaway Food Services,Seats - Indoor,4,144.96106,-37.81799,"(-37.81799314, 144.9610582)"
2018,32,102119,102119,468-478 Collins Street,Melbourne (CBD),Royal Stacks,4511,Cafes and Restaurants,Seats - Indoor,105,144.95833,-37.81754,"(-37.81753764, 144.9583335)"
2018,61,641556,105718,220 Spencer Street,Melbourne (CBD),Higher Ground,4511,Cafes and Restaurants,Seats - Indoor,120,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,220 Spencer Street,Melbourne (CBD),Higher Ground,4511,Cafes and Restaurants,Seats - Outdoor,25,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,220 Spencer Street,Melbourne (CBD),Pretty Mama,4511,Cafes and Restaurants,Seats - Indoor,90,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,220 Spencer Street,Melbourne (CBD),Pretty Mama,4511,Cafes and Restaurants,Seats - Outdoor,40,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,642252,105718,639 Lonsdale Street,Melbourne (CBD),Piccolo,4511,Cafes and Restaurants,Seats - Indoor,3,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,642252,105718,639 Lonsdale Street,Melbourne (CBD),Piccolo,4511,Cafes and Restaurants,Seats - Outdoor,9,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,31,108968,108968,613-639 Little Collins Street,Melbourne (CBD),Apna Desi Indian Restaurant & Grocery,4511,Cafes and Restaurants,Seats - Indoor,20,144.95437,-37.81818,"(-37.81818416, 144.9543656)"
2018,32,102115,102115,522-534 Collins Street,Melbourne (CBD),Fourteen On 3,4511,Cafes and Restaurants,Seats - Indoor,66,144.95681,-37.81769,"(-37.81768553, 144.9568113)"
2018,32,105940,105940,505-515 Little Collins Street,Melbourne (CBD),In A Rush,4511,Cafes and Restaurants,Seats - Indoor,38,144.95780,-37.81720,"(-37.81719638, 144.9577987)"
2018,33,105932,105932,421-423 Little Collins Street,Melbourne (CBD),Shamble Coffee Brewers,4511,Cafes and Restaurants,Seats - Indoor,16,144.96064,-37.81623,"(-37.81622936, 144.9606364)"
2018,33,102131,110666,394 Collins Street,Melbourne (CBD),The Bank On Collins,4511,Cafes and Restaurants,Seats - Indoor,100,144.96100,-37.81661,"(-37.81661308, 144.9609953)"
2018,12,110091,110091,15-33 William Street,Melbourne (CBD),Kobab,4512,Takeaway Food Services,Seats - Indoor,12,144.95920,-37.81927,"(-37.81927275, 144.9591981)"
2018,12,110091,110091,15-33 William Street,Melbourne (CBD),Kobab,4512,Takeaway Food Services,Seats - Outdoor,8,144.95920,-37.81927,"(-37.81927275, 144.9591981)"
2018,13,104002,104002,376-388 Flinders Street,Melbourne (CBD),Iseya Icecream Bar And Cafe,4512,Takeaway Food Services,Seats - Indoor,20,144.96154,-37.81884,"(-37.81884132, 144.9615402)"
2018,13,106435,106435,21-31 Market Street,Melbourne (CBD),The Trust,4511,Cafes and Restaurants,Seats - Indoor,450,144.96042,-37.81865,"(-37.81864558, 144.9604208)"
2018,113,110684,108118,Peel Street,Melbourne (CBD),Padre Coffee,4512,Takeaway Food Services,Seats - Indoor,18,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110684,108118,Peel Street,Melbourne (CBD),The Waffle Club,4512,Takeaway Food Services,Seats - Indoor,12,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110688,108118,65-81 Victoria Street,Melbourne (CBD),El Rincon,4512,Takeaway Food Services,Seats - Indoor,20,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110688,108118,65-81 Victoria Street,Melbourne (CBD),El Rincon,4512,Takeaway Food Services,Seats - Outdoor,20,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,113,110688,108118,65-81 Victoria Street,Melbourne (CBD),Cafe Verona,4511,Cafes and Restaurants,Seats - Indoor,8,144.95767,-37.80762,"(-37.80762482, 144.9576703)"
2018,72,105376,105376,262-274 King Street,Melbourne (CBD),Gangnam Pocha,4511,Cafes and Restaurants,Seats - Indoor,37,144.95493,-37.81372,"(-37.81372382, 144.9549297)"
2018,72,105376,105376,262-274 King Street,Melbourne (CBD),Gangnam Pocha,4511,Cafes and Restaurants,Seats - Outdoor,45,144.95493,-37.81372,"(-37.81372382, 144.9549297)"
2018,72,105375,105375,276-282 King Street,Melbourne (CBD),Golfzoncity,9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Seats - Indoor,36,144.95482,-37.81350,"(-37.81349891, 144.9548229)"
2018,72,105375,105375,276-282 King Street,Melbourne (CBD),Biryani Palace,4511,Cafes and Restaurants,Seats - Indoor,24,144.95482,-37.81350,"(-37.81349891, 144.9548229)"
2018,72,106023,106023,551-555 Little Lonsdale Street,Melbourne (CBD),Poked,4512,Takeaway Food Services,Seats - Indoor,17,144.95557,-37.81330,"(-37.81329563, 144.9555651)"
2018,72,110103,110103,247-257 William Street,Melbourne (CBD),William St Deli,4511,Cafes and Restaurants,Seats - Indoor,80,144.95670,-37.81318,"(-37.81317902, 144.9566985)"
2018,72,110103,110103,247-257 William Street,Melbourne (CBD),William St Deli,4511,Cafes and Restaurants,Seats - Outdoor,12,144.95670,-37.81318,"(-37.81317902, 144.9566985)"
2018,82,106031,106031,466-468 Little Lonsdale Street,Melbourne (CBD),Silhouette's Cafe & Restaurant,4511,Cafes and Restaurants,Seats - Outdoor,22,144.95557,-37.81290,"(-37.81290424, 144.955573)"
2018,82,106031,106031,466-468 Little Lonsdale Street,Melbourne (CBD),Gue on Brights Place,4511,Cafes and Restaurants,Seats - Indoor,40,144.95557,-37.81290,"(-37.81290424, 144.955573)"
2018,82,106031,106031,466-468 Little Lonsdale Street,Melbourne (CBD),Gue on Brights Place,4511,Cafes and Restaurants,Seats - Outdoor,16,144.95557,-37.81290,"(-37.81290424, 144.955573)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Tahini Lebanese Diner,4511,Cafes and Restaurants,Seats - Indoor,126,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Tahini Lebanese Diner,4511,Cafes and Restaurants,Seats - Outdoor,24,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Bruce Lee Sushi & Roll,4512,Takeaway Food Services,Seats - Indoor,26,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Schmucks Bagels,4512,Takeaway Food Services,Seats - Indoor,18,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Schmucks Bagels,4512,Takeaway Food Services,Seats - Outdoor,18,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Ba Noi,4511,Cafes and Restaurants,Seats - Indoor,78,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Ba Noi,4511,Cafes and Restaurants,Seats - Outdoor,20,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Mr Q Grab & Go,4511,Cafes and Restaurants,Seats - Indoor,90,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Mr Q Grab & Go,4511,Cafes and Restaurants,Seats - Outdoor,50,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Soul Heaven,4512,Takeaway Food Services,Seats - Indoor,24,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Soul Heaven,4512,Takeaway Food Services,Seats - Outdoor,8,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,62,110099,110099,189-203 William Street,Melbourne (CBD),Little Billy,4511,Cafes and Restaurants,Seats - Indoor,150,144.95705,-37.81465,"(-37.8146458, 144.9570526)"
2018,42,101156,101155,535 Bourke Street,Melbourne (CBD),Doughboys Doughnuts,4512,Takeaway Food Services,Seats - Indoor,10,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,101156,101155,535 Bourke Street,Melbourne (CBD),Doughboys Doughnuts,4512,Takeaway Food Services,Seats - Outdoor,8,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,101156,101155,535 Bourke Street,Melbourne (CBD),Sake Jr,4511,Cafes and Restaurants,Seats - Indoor,120,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,101156,101155,535 Bourke Street,Melbourne (CBD),Sake Jr,4511,Cafes and Restaurants,Seats - Outdoor,32,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,101156,101155,535 Bourke Street,Melbourne (CBD),Etto St James,4511,Cafes and Restaurants,Seats - Indoor,58,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,101156,101155,535 Bourke Street,Melbourne (CBD),Etto St James,4511,Cafes and Restaurants,Seats - Outdoor,47,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,555 Bourke Street,Melbourne (CBD),Zuppa,4512,Takeaway Food Services,Seats - Indoor,20,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,555 Bourke Street,Melbourne (CBD),Zuppa,4512,Takeaway Food Services,Seats - Outdoor,6,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,53,105856,105856,493-495 Little Bourke Street,Melbourne (CBD),Patricia,4512,Takeaway Food Services,Seats - Indoor,20,144.95823,-37.81469,"(-37.8146857, 144.9582276)"
2018,53,108073,108073,175-183 Queen Street,Melbourne (CBD),Kenny's Bakery Cafe,4511,Cafes and Restaurants,Seats - Indoor,56,144.95998,-37.81452,"(-37.81451892, 144.9599838)"
2018,63,105867,105867,428-432 Little Bourke Street,Melbourne (CBD),Little Avenue des Italians,4512,Takeaway Food Services,Seats - Indoor,8,144.95973,-37.81392,"(-37.81392027, 144.9597266)"
2018,63,108079,108079,221-231 Queen Street,Melbourne (CBD),Brim Cc Squared,4512,Takeaway Food Services,Seats - Indoor,18,144.95975,-37.81356,"(-37.81355512, 144.9597518)"
2018,93,105477,105477,378-392 La Trobe Street,Melbourne (CBD),Charles LaTrobe Coffee Co,4511,Cafes and Restaurants,Seats - Indoor,80,144.95805,-37.81069,"(-37.81068966, 144.9580507)"
2018,93,110140,110140,330-352 William Street,Melbourne (CBD),Beer Wine and Calzone,4511,Cafes and Restaurants,Seats - Indoor,90,144.95658,-37.81125,"(-37.81124626, 144.9565751)"
2018,103,554417,554417,243-263 Franklin Street,Melbourne (CBD),Francis Food & Coffee,4511,Cafes and Restaurants,Seats - Indoor,28,144.95664,-37.80969,"(-37.80968805, 144.9566411)"
2018,103,554417,554417,243-263 Franklin Street,Melbourne (CBD),Francis Food & Coffee,4511,Cafes and Restaurants,Seats - Outdoor,12,144.95664,-37.80969,"(-37.80968805, 144.9566411)"
2018,52,5885,101173,562-574 Bourke Street,Melbourne (CBD),The Common,4511,Cafes and Restaurants,Seats - Indoor,106,144.95676,-37.81551,"(-37.81550948, 144.9567556)"
2018,52,5885,101173,562-574 Bourke Street,Melbourne (CBD),The Common,4511,Cafes and Restaurants,Seats - Outdoor,8,144.95676,-37.81551,"(-37.81550948, 144.9567556)"
2018,52,101172,101172,578-606 Bourke Street,Melbourne (CBD),Mad Mex 600 Bourke,4512,Takeaway Food Services,Seats - Indoor,10,144.95614,-37.81570,"(-37.81569888, 144.9561387)"
2018,52,612820,636824,181 William Street,Melbourne (CBD),Mamma Mia,4511,Cafes and Restaurants,Seats - Indoor,14,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,612820,636824,181 William Street,Melbourne (CBD),Mamma Mia,4511,Cafes and Restaurants,Seats - Outdoor,18,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,111283,636824,550 Bourke Street,Melbourne (CBD),Chilangos,4511,Cafes and Restaurants,Seats - Indoor,26,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,111283,636824,550 Bourke Street,Melbourne (CBD),Chilangos,4511,Cafes and Restaurants,Seats - Outdoor,16,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,43,108068,108068,111-129 Queen Street,Melbourne (CBD),Smokestack,4512,Takeaway Food Services,Seats - Indoor,17,144.96063,-37.81581,"(-37.81581229, 144.9606335)"
2018,52,612820,636824,181 William Street,Melbourne (CBD),Roll'D Vietnamese Kitchen,4511,Cafes and Restaurants,Seats - Outdoor,30,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,612820,636824,181 William Street,Melbourne (CBD),Sakae,4511,Cafes and Restaurants,Seats - Indoor,20,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,612820,636824,181 William Street,Melbourne (CBD),Sakae,4511,Cafes and Restaurants,Seats - Outdoor,20,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,111283,636824,550 Bourke Street,Melbourne (CBD),Crisp Creative Salad,4512,Takeaway Food Services,Seats - Indoor,20,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,111283,636824,550 Bourke Street,Melbourne (CBD),Tadka Boom,4511,Cafes and Restaurants,Seats - Indoor,40,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,111283,636824,550 Bourke Street,Melbourne (CBD),Tadka Boom,4511,Cafes and Restaurants,Seats - Outdoor,38,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,22,102103,102103,487-503 Collins Street,Melbourne (CBD),Bonnie Coffee Brewers,4512,Takeaway Food Services,Seats - Indoor,10,144.95812,-37.81854,"(-37.81853982, 144.9581174)"
2018,22,102103,102103,487-503 Collins Street,Melbourne (CBD),Bonnie Coffee Brewers,4512,Takeaway Food Services,Seats - Outdoor,12,144.95812,-37.81854,"(-37.81853982, 144.9581174)"
2018,82,105460,105460,479-495 La Trobe Street,Melbourne (CBD),Atrium 485,4512,Takeaway Food Services,Seats - Indoor,32,144.95492,-37.81277,"(-37.81276886, 144.9549226)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Movida Aqui,4511,Cafes and Restaurants,Seats - Indoor,150,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Movida Aqui,4511,Cafes and Restaurants,Seats - Outdoor,50,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,51,566659,566659,182-200 Spencer Street,Melbourne (CBD),Itoya,4512,Takeaway Food Services,Seats - Indoor,4,144.95330,-37.81625,"(-37.81625435, 144.9532989)"
2018,51,566659,566659,182-200 Spencer Street,Melbourne (CBD),Itoya,4512,Takeaway Food Services,Seats - Outdoor,6,144.95330,-37.81625,"(-37.81625435, 144.9532989)"
2018,43,105953,105953,430-436 Little Collins Street,Melbourne (CBD),Bistro Vue,4511,Cafes and Restaurants,Seats - Indoor,110,144.96011,-37.81597,"(-37.81596923, 144.9601098)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Paco's Tacos,4511,Cafes and Restaurants,Seats - Outdoor,80,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,72,106023,106023,551-555 Little Lonsdale Street,Melbourne (CBD),Delicious Asian Cuisines & Pho,4511,Cafes and Restaurants,Seats - Indoor,24,144.95557,-37.81330,"(-37.81329563, 144.9555651)"
2018,72,106023,106023,551-555 Little Lonsdale Street,Melbourne (CBD),Mapo Grill & Bar,4511,Cafes and Restaurants,Seats - Indoor,64,144.95557,-37.81330,"(-37.81329563, 144.9555651)"
2018,72,106023,106023,551-555 Little Lonsdale Street,Melbourne (CBD),The Little Cafe,4511,Cafes and Restaurants,Seats - Indoor,26,144.95557,-37.81330,"(-37.81329563, 144.9555651)"
2018,72,106023,106023,551-555 Little Lonsdale Street,Melbourne (CBD),Gavel & Bean,4512,Takeaway Food Services,Seats - Indoor,14,144.95557,-37.81330,"(-37.81329563, 144.9555651)"
2018,93,108083,108083,175-181 A'Beckett Street,Melbourne (CBD),ABC Cafe,4511,Cafes and Restaurants,Seats - Indoor,60,144.95821,-37.81022,"(-37.81022017, 144.9582124)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Earl Canteen,4511,Cafes and Restaurants,Seats - Indoor,28,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Earl Canteen,4511,Cafes and Restaurants,Seats - Outdoor,6,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,22,102103,102103,487-503 Collins Street,Melbourne (CBD),Merchant Osteria Veneta,4511,Cafes and Restaurants,Seats - Indoor,140,144.95812,-37.81854,"(-37.81853982, 144.9581174)"
2018,22,102103,102103,487-503 Collins Street,Melbourne (CBD),Eclipse Coffee,4511,Cafes and Restaurants,Seats - Indoor,40,144.95812,-37.81854,"(-37.81853982, 144.9581174)"
2018,22,102103,102103,487-503 Collins Street,Melbourne (CBD),Eclipse Coffee,4511,Cafes and Restaurants,Seats - Outdoor,14,144.95812,-37.81854,"(-37.81853982, 144.9581174)"
2018,1,611393,611393,507-541 Flinders Street,Melbourne (CBD),Northbanc Cafe,4511,Cafes and Restaurants,Seats - Indoor,50,144.95721,-37.82090,"(-37.82090231, 144.9572082)"
2018,32,102117,102117,500-514 Collins Street,Melbourne (CBD),O-Bento,4511,Cafes and Restaurants,Seats - Indoor,75,144.95748,-37.81753,"(-37.8175258, 144.9574758)"
2018,32,102115,102115,522-534 Collins Street,Melbourne (CBD),Ootoro On Collins,4511,Cafes and Restaurants,Seats - Indoor,88,144.95681,-37.81769,"(-37.81768553, 144.9568113)"
2018,51,108963,108963,672-696 Bourke Street,Melbourne (CBD),Mail Exchange Hotel,4520,"Pubs, Taverns and Bars",Seats - Indoor,200,144.95359,-37.81663,"(-37.81663059, 144.9535902)"
2018,33,105938,105938,457-469 Little Collins Street,Melbourne (CBD),Two Fish Seafood Cafe,4511,Cafes and Restaurants,Seats - Indoor,20,144.95955,-37.81661,"(-37.81660736, 144.9595498)"
2018,33,105938,105938,457-469 Little Collins Street,Melbourne (CBD),Two Fish Seafood Cafe,4511,Cafes and Restaurants,Seats - Outdoor,14,144.95955,-37.81661,"(-37.81660736, 144.9595498)"
2018,33,108066,108066,97-101 Queen Street,Melbourne (CBD),Brioche By Philip,4512,Takeaway Food Services,Seats - Indoor,25,144.96093,-37.81625,"(-37.81625398, 144.9609259)"
2018,13,103954,103954,381-387 Flinders Lane,Melbourne (CBD),Threefold,4511,Cafes and Restaurants,Seats - Indoor,30,144.96139,-37.81825,"(-37.81825093, 144.9613891)"
2018,52,111282,636824,515 Little Bourke Street,Melbourne (CBD),Bourke and Willis,4511,Cafes and Restaurants,Seats - Indoor,40,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,111282,636824,515 Little Bourke Street,Melbourne (CBD),Bourke and Willis,4511,Cafes and Restaurants,Seats - Outdoor,40,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,111282,636824,515 Little Bourke Street,Melbourne (CBD),Lt Osteria,4511,Cafes and Restaurants,Seats - Indoor,65,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,111282,636824,515 Little Bourke Street,Melbourne (CBD),Lt Osteria,4511,Cafes and Restaurants,Seats - Outdoor,24,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,111282,636824,515 Little Bourke Street,Melbourne (CBD),Slate Restaurant Bar,4511,Cafes and Restaurants,Seats - Indoor,105,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,52,111282,636824,515 Little Bourke Street,Melbourne (CBD),Slate Restaurant Bar,4511,Cafes and Restaurants,Seats - Outdoor,60,144.95739,-37.81532,"(-37.81531894, 144.9573905)"
2018,53,101182,101182,458-466 Bourke Street,Melbourne (CBD),Yes Sushi  & Cafe,4512,Takeaway Food Services,Seats - Outdoor,10,144.95996,-37.81483,"(-37.81483411, 144.9599619)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),The Tuck Shop,4511,Cafes and Restaurants,Seats - Indoor,60,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Cafenatics,4511,Cafes and Restaurants,Seats - Indoor,80,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Cafenatics,4511,Cafes and Restaurants,Seats - Outdoor,39,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Prime House,4511,Cafes and Restaurants,Seats - Indoor,30,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Prime House,4511,Cafes and Restaurants,Seats - Outdoor,30,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Rosa's Canteen,4511,Cafes and Restaurants,Seats - Indoor,60,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,53,108073,108073,175-183 Queen Street,Melbourne (CBD),Oree,4511,Cafes and Restaurants,Seats - Indoor,50,144.95998,-37.81452,"(-37.81451892, 144.9599838)"
2018,41,108966,108966,626-636 Little Collins Street,Melbourne (CBD),Vibe Savoy Hotel Melbourne,4400,Accommodation,Seats - Indoor,130,144.95393,-37.81777,"(-37.81777223, 144.953931)"
2018,33,105933,105933,425-427 Little Collins Street,Melbourne (CBD),Thailander,4511,Cafes and Restaurants,Seats - Indoor,50,144.96054,-37.81625,"(-37.81625453, 144.9605355)"
2018,2,111467,103973,King Street,Melbourne (CBD),Sea Life Melbourne Aquarium,8921,Zoological and Botanical Gardens Operation,Seats - Indoor,164,144.95950,-37.82060,"(-37.82059787, 144.9594961)"
2018,2,111467,103973,King Street,Melbourne (CBD),Sea Life Melbourne Aquarium,8921,Zoological and Botanical Gardens Operation,Seats - Outdoor,34,144.95950,-37.82060,"(-37.82059787, 144.9594961)"
2018,53,101176,101176,494-512 Bourke Street,Melbourne (CBD),Ikyu Sushi,4511,Cafes and Restaurants,Seats - Indoor,80,144.95877,-37.81494,"(-37.81493694, 144.9587722)"
2018,43,108068,108068,111-129 Queen Street,Melbourne (CBD),Lanai Restaurant & Bar,4511,Cafes and Restaurants,Seats - Indoor,80,144.96063,-37.81581,"(-37.81581229, 144.9606335)"
2018,43,108068,108068,111-129 Queen Street,Melbourne (CBD),Lanai Restaurant & Bar,4511,Cafes and Restaurants,Seats - Outdoor,40,144.96063,-37.81581,"(-37.81581229, 144.9606335)"
2018,103,554417,554417,243-263 Franklin Street,Melbourne (CBD),GJ's Grill,4511,Cafes and Restaurants,Seats - Indoor,34,144.95664,-37.80969,"(-37.80968805, 144.9566411)"
2018,22,102103,102103,487-503 Collins Street,Melbourne (CBD),Alluvial Restaurant,4511,Cafes and Restaurants,Seats - Indoor,110,144.95812,-37.81854,"(-37.81853982, 144.9581174)"
2018,32,102115,102115,522-534 Collins Street,Melbourne (CBD),Mr Mason,4511,Cafes and Restaurants,Seats - Indoor,125,144.95681,-37.81769,"(-37.81768553, 144.9568113)"
2018,32,102115,102115,522-534 Collins Street,Melbourne (CBD),Mr Mason,4511,Cafes and Restaurants,Seats - Outdoor,75,144.95681,-37.81769,"(-37.81768553, 144.9568113)"
2018,82,106033,106033,470-472 Little Lonsdale Street,Melbourne (CBD),The Brass Coq,4511,Cafes and Restaurants,Seats - Indoor,101,144.95550,-37.81299,"(-37.81299, 144.9555036)"
2018,82,106033,106033,470-472 Little Lonsdale Street,Melbourne (CBD),The Workers Food Room,4511,Cafes and Restaurants,Seats - Indoor,30,144.95550,-37.81299,"(-37.81299, 144.9555036)"
2018,42,105949,105949,538-542 Little Collins Street,Melbourne (CBD),Lakmi Ceylon,4512,Takeaway Food Services,Seats - Outdoor,6,144.95677,-37.81696,"(-37.8169637, 144.956768)"
2018,33,105937,105937,435-443 Little Collins Street,Melbourne (CBD),Cafe Intimo,4511,Cafes and Restaurants,Seats - Indoor,50,144.96009,-37.81640,"(-37.81639571, 144.9600894)"
2018,22,102103,102103,487-503 Collins Street,Melbourne (CBD),Market Lane Bar,4520,"Pubs, Taverns and Bars",Seats - Indoor,50,144.95812,-37.81854,"(-37.81853982, 144.9581174)"
2018,11,108972,108972,10-22 Spencer Street,Melbourne (CBD),Pensione Hotel Melbourne,4400,Accommodation,Seats - Indoor,40,144.95524,-37.82051,"(-37.8205093, 144.9552423)"
2018,31,105945,105945,601-611 Little Collins Street,Melbourne (CBD),Spicy Korea,4511,Cafes and Restaurants,Seats - Indoor,38,144.95490,-37.81803,"(-37.81802757, 144.9549044)"
2018,33,108067,108067,103-105 Queen Street,Melbourne (CBD),I Bean,4512,Takeaway Food Services,Seats - Indoor,3,144.96086,-37.81615,"(-37.8161549, 144.9608594)"
2018,72,110102,110102,233-245 William Street,Melbourne (CBD),Marios On The Wheels,4512,Takeaway Food Services,Seats - Indoor,6,144.95678,-37.81349,"(-37.81349372, 144.9567822)"
2018,31,102113,102113,546-566 Collins Street,Melbourne (CBD),Don Don Japanese Restaurant,4511,Cafes and Restaurants,Seats - Indoor,30,144.95584,-37.81824,"(-37.8182445, 144.9558441)"
2018,61,641556,105718,220 Spencer Street,Melbourne (CBD),Pho 24,4511,Cafes and Restaurants,Seats - Indoor,90,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,61,641556,105718,220 Spencer Street,Melbourne (CBD),Pho 24,4511,Cafes and Restaurants,Seats - Outdoor,30,144.95352,-37.81542,"(-37.81541879, 144.953522)"
2018,42,110095,101155,555 Bourke Street,Melbourne (CBD),Brioche by Philip,4511,Cafes and Restaurants,Seats - Indoor,29,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
2018,42,110095,101155,555 Bourke Street,Melbourne (CBD),Goz City,4512,Takeaway Food Services,Seats - Indoor,11,144.95781,-37.81637,"(-37.81636535, 144.9578145)"
